번호,구분,세부구분,제목,작성자,등록일자,본문,저작권자,웹페이지주소(URL),태그,뷰
211027,COVID-19,"과학기술,보건의학,심장질환,염증,뇌졸증,코로나19,신종 바이러스,사이토카인 폭풍,브레드키닌,호르몬 장애",인공지능이 코로나19 비밀을 파헤치다,이강봉 객원기자,2020-09-14,AI가 코로나19 바이러스 연구에 활용되고 있다는 것은 널리 알려진 사실이다. 14일 ‘유로뉴스(euronews)’에 따르면 최근 과학자들이 세계 두 번째 처리 속도를 지닌 미국 오크리지 국립연구소...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=211027,"심장질환,염증,뇌졸증,코로나19,신종 바이러스,사이토카인 폭풍,브레드키닌,호르몬 장애",2396
211020,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",셀트리온 코로나19 항체치료제 임상서 안전성 입증,연합뉴스,2020-09-14,셀트리온은 개발 중인 신종 코로나바이러스 감염증(코로나19) 항체치료제(CT-P59)의 안전성이 임상 1상 시험에서 입증됐다고 11일 밝혔다. 셀트리온은 지난 7월 식품의약품안전처로부터 CT-P59의...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=211020,기타,281
211003,COVID-19,"과학기술,행사현장,디지털 트랜스포메이션,ICT 로봇,과학문화,코로나19,Digital Transformation,삼성SDS,REAL 2020 컨퍼런스,언택트시대",코로나19가 산업 생태계 지각변동 이끌어,김현정 객원기자,2020-09-14,최근 ICT 기업들을 중심으로 디지털 트랜스포메이션(Digital Transformation)이 가속화되는 모양새다. 세계 유력 경제지의 정의를 종합하면 디지털 트랜스포메이션은 디지털 기술을 활용하여 디지...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=211003,"디지털 트랜스포메이션,Digital Transformation,삼성SDS,REAL 2020 컨퍼런스,언택트시대",1563
210956,COVID-19,"과학기술,보건의학,비만,대사증후군,과체중,BMI,팬데믹,코로나19,고도비만",비만이 코로나19 증세를 악화시킨다,이강봉 객원기자,2020-09-11,지난봄 미국에서 한 남자가 고열 증세로 버몬트대학 병원 응급실을 찾아왔다. 점차 숨이 가빠지던 그는 코로나19라는 진단을 받았다. 중환자실에서 인공호흡기에 생명을 유지하던 그는 2주...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210956,"비만,대사증후군,과체중,BMI,팬데믹,코로나19,고도비만",2375
210881,COVID-19,"과학정책,기술,과학기술,행사현장,교육혁신,교육,과학문화,코로나19,비대면수업","비대면 수업, 강의 자체를 혁신하라",김은영 객원기자,2020-09-11,신종 코로나바이러스 감염증-19(COVID-19) 확산으로 비대면 수업이 초·중·고교는 물론 대학까지 확대되고 있다. 9일 교육부가 발표한 ‘대학 수업 운영 현황’에 따르면 일반 강의는 물론 실기...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210881,"교육혁신,코로나19,비대면수업",6838
210819,COVID-19,"과학기술,행사현장,과학문화,코로나19","혈장 치료 성공, 제공자 확보에 달렸다",김준래 객원기자,2020-09-10,"혈장치료는 과거 사스(SARS)나 메르스(MERS) 같은 여러 신종 감염병이 유행했을 때 사용됐으며, 그중 일부지만 효과가 나타난 사례가 있습니다. 그러나 혈장치료는 아직 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210819,기타,689
210678,COVID-19,"과학기술,보건의학,독감,감기,코로나19,인터페론,라이노바이러스",감기 들면 코로나19 안 걸릴까,김병희 객원기자,2020-09-07,날씨가 쌀쌀해지면 독감이 기승을 부리기 시작한다. 방역 당국은 코로나19에 더해서 감기와 독감까지 만연하면 국민 건강에 큰 위협이 될 수 있을 것이라는 우려를 하고 있다. 일반 감기(commo...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210678,"독감,감기,코로나19,인터페론,라이노바이러스",3301
210615,COVID-19,"과학기술,보건의학,과학문화,코로나19,사회적 거리 두기,전략적 도시계획,건축도시공간연구소,Tactical Urbanism,택티컬 어바니즘",코로나19가 도시 풍경을 바꾸고 있다,김현정 객원기자,2020-09-04,현재 우리나라는 코로나19의 재확산이 심각한 수준에 이르게 되자 수도권 지역에 한정하여 사회적 거리두기 2.5단계가 시행 중이다. 단계가 높아질수록 행동 규제가 강해지는 것은 사회적 거리...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210615,"코로나19,사회적 거리 두기,전략적 도시계획,건축도시공간연구소,Tactical Urbanism,택티컬 어바니즘",4635
210610,COVID-19,"과학기술,보건의학,코로나19,코로나19 백신,백신 배분,공정 우선순위 모델,조기 사망 예방","코로나19 백신, 누가 먼저 맞아야 하나",김병희 객원기자,2020-09-04,코로나19의 기세가 꺾일 줄을 모르며 지구촌을 위기로 몰아가고 있다. 이런 위기 상황에서 세계인이 목마르게 기다리고 있는 것은 백신과 치료제다. 대체로 올해 안에 백신이 개발될 것으로 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210610,"코로나19 백신,백신 배분,공정 우선순위 모델,조기 사망 예방",1892
210570,COVID-19,"과학기술,보건의학,세포,신생아,감염,코로나19,ACE2,태반,TMPRSS2",신생아가 코로나19에 걸리지 않는 이유는,이강봉 객원기자,2020-09-03,"태아와 모체의 자궁벽을 연결해 영양을 공급하고, 노폐물을 배출하는 등 중요한 기능을 담당하는 기관이 태반이다. 태반은 태아의 생존과 성장에 있어 없어서는 안 될 중요한 기관이며, 최...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210570,"세포,신생아,감염,코로나19,ACE2,태반,TMPRSS2",10064
210477,COVID-19,"과학기술,보건의학,바이러스,인도,방역,코로나19,무증상,나렌드라 모디",인도 코로나19 폭증세… 실제 상황은,이강봉 객원기자,2020-09-01,세계 2위의 인구 대국인 인도에서 코로나19 확진자가 폭증하면서 인근 국가들이 두려움에 떨고 있다. 1일 태국의 대표언론인 ‘방콕포스트’는 최근 며칠간 인도에서 감염 속도가 급속히 빨...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210477,"바이러스,인도,방역,코로나19,무증상,나렌드라 모디",2299
210393,COVID-19,"과학기술,기초응용과학,중국,팬데믹,코로나19,바이러스 헌팅,우한,관박쥐,유전자배열,에코헬스",신종 바이러스 ‘뿌리’ 찾을 수 있을까,이강봉 객원기자,2020-08-31,그동안 과학자들은 세계 곳곳에서 새로운 바이러스 추적에 몰두해왔다. 포유류 새와 같은 동물 몸 안에 서식하고 있는 약 160만 종의 바이러스 가운데 위험한 바이러스를 발견해 번식을 차...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210393,"중국,팬데믹,코로나19,바이러스 헌팅,우한,관박쥐,유전자배열,에코헬스",2013
210371,COVID-19,"과학기술,보건의학,코로나19,감염치사율","코로나19, 노인 남성이 가장 위험하다",심창섭 객원기자,2020-08-31,"코로나19 팬데믹이 장기화되면서 나이와 성별에 따른 감염 치사율 차이가 속속 보고되고 있다. 각국의 통계조사에서 나이가 많을수록 뚜렷하게 사망률이 증가하는 경향을 보였으나, 정확한 원...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210371,"코로나19,감염치사율",1201
210334,COVID-19,"과학기술,보건의학,바이러스,단백질,FDA,코로나19,타액 검사법,바이낙스나우 코비드-19 Ag 카드",코로나19 검사 15분 만에 완료,이강봉 객원기자,2020-08-28,"미 식품의약국(FDA)이 5달러의 비용으로 코로나19 감염 여부를 15분 만에 판별할 수 있는 항원(바이러스) 검사법을 승인했다. 28일 ‘CNN’, ‘CBS’, ‘US뉴스&amp;월드리포트’, ‘라이브 사이언...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210334,"바이러스,단백질,FDA,코로나19,타액 검사법,바이낙스나우 코비드-19 Ag 카드",2930
210297,COVID-19,"과학기술,보건의학,방역,스웨덴,감염,마스크,코로나19,신종 바이러스,집단면역",스웨덴 ‘집단 면역’ 어디까지 왔나,이강봉 객원기자,2020-08-27,‘집단 면역(Herd Immunity)’이란 집단 내 구성원 모두 코로나19와 같은 감염성 질환에 면역력을 가진 상태를 말한다. 집단 내에서 면역을 가진 개체의 수가 많아질수록 면역력이 없는 개체가 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210297,"방역,스웨덴,감염,마스크,코로나19,신종 바이러스,집단면역",4565
210248,COVID-19,"과학기술,보건의학,코로나19,사회적 거리두기,신체적 거리두기",사회적 거리두기 간격 더 넓혀야 한다,김병희 객원기자,2020-08-28,"국내 코로나19 신규 확진자 수가 3월 이후 처음으로 400명대로 치솟고, 수도권을 넘어 전국으로 확산하는 추세를 보이며 다시 대유행의 우려가 커지고 있다. 더욱이 신규 확진자 10명 중 세 명...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210248,"코로나19,사회적 거리두기,신체적 거리두기",1673
210216,COVID-19,"과학기술,행사현장,보건의학,지구,바이러스,기후변화,환경,과학문화,코로나19,네이선 울프,브릿 레이",잠재 바이러스 미리 파악하고 대응해야,김은영 객원기자,2020-08-26,기후변화가 심상치 않다. 지구 온난화로 북극 빙하가 녹아 예측할 수 없는 이상기후로 이어질 것이라는 우려가 현실화되고 있다. 올여름 우리나라에서는 예상치 못한 폭우와 최장기간 장마...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210216,"지구,과학기술,바이러스,기후변화,환경,코로나19,네이선 울프,브릿 레이",957
210211,COVID-19,"과학기술,행사현장,보건의학,과학문화,코로나19",미지의 감염병 ‘질병-X'에 대비해야,김준래 객원기자,2020-08-26,코로나19뿐만이 아닙니다. 앞으로 정체를 알 수 없는 미지의 감염병인 ‘질병-X(disease-X)’가 등장할 수도 있기 때문에 우리는 미리 준비를 해야 합니다. 새로운 질병이 등장하는 것은 어찌 보...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210211,기타,1229
210184,COVID-19,"과학기술,보건의학,바이러스,백신,면역반응,감기,코로나19,재감염,인후염,클레오티드,핵산",코로나19 ‘재감염’ 수수께끼 풀리나,이강봉 객원기자,2020-08-25,그동안 과학자들은 코로나19 환자의 재감염을 우려해왔다. 신종 바이러스에 감염돼 면역력이 생겼다 하더라도 신종 바이러스가 변이(variation) 되기 때문에 또다시 감염될 수 있다는 것. 과...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210184,"바이러스,백신,면역반응,감기,코로나19,재감염,인후염,클레오티드,핵산",2759
210178,COVID-19,"과학정책,기술,과학기술,보건의학,속보뉴스,코로나19",정총리 국산 코로나 치료제 연내 선보일 수 있을 것,연합뉴스,2020-08-25,"정세균 국무총리는 24일 한국의 신종 코로나바이러스 감염증(코로나19) 치료제 개발 상황과 관련해 ""국제적으로 뒤지지 않게 열심히 개발하고 있다. 아마도 연내에 치료제를 선보일 수 있을 것...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210178,기타,216
210139,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",코로나19 확산 막으려면 실내 습도 40~60%로 유지해야,연합뉴스,2020-08-25,실내 공간의 상대 습도가 낮을수록 신종 코로나바이러스 감염증(코로나19) 확산 위험이 커지기 때문에 확산 위험을 줄이려면 습도를 40~60%로 유지하는 것이 좋다는 연구 결과가 나왔다. 독일 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210139,기타,1019
210120,COVID-19,"과학기술,자연환경에너지,코로나19","코로나19, 기후대응에 득일까 독일까",김소희 기후변화센터 사무총장,2020-08-24,코로나로 전 세계가 일상을 멈춘 지난 4월 한 장의 사진이 인구에 회자되었다. 인도에서 30년 만에 160km 떨어진 히말라야산맥을 볼 수 있게 된 것이다. 인도 정부가 전 국민에게 자가격리를 실시...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210120,기타,2230
210099,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",코로나19 국내 혈장치료제 개발 속도붙나…혈장확보에 사활,연합뉴스,2020-08-24,신종 코로나바이러스 감염증(코로나19) 완치자는 앞으로 자신의 혈장을 공여하겠다고 온라인에서 편리하게 신청할 수 있다. 24일 제약업계에 따르면 GC녹십자는 코로나19 완치자의 혈장 공여 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210099,기타,244
210072,COVID-19,"과학기술,행사현장,보건의학,바이러스,과학문화,코로나19,사회적거리두기,코로나바이러스감염증-19","확진자 폭증, 2차 대유행 어떻게 막나",김은영 객원기자,2020-08-24,최근 코로나바이러스감염증-19(COVID-19) 증가 추세가 심상치 않다. 23일 낮 12시 기준으로 코로나19 신규 확진자는 397명(국내 발생 387명)이 늘어 현재 누적 확진자 수가 1만 7399명이 됐다. 중앙방...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210072,"바이러스,코로나19,사회적거리두기,코로나바이러스감염증-19",812
210031,COVID-19,"과학기술,보건의학,청소년,독감,어린이,감기,감염,코로나19,신종 바이러스,ACE2","0~22세 환자, 코로나 바이러스 다량 검출",이강봉 객원기자,2020-08-21,코로나19 팬데믹 사태 속에서 바이러스를 감염시키고 있는 연령층이 성인이라고 생각하는 사람들이 있다. 그러나 최근 역학 조사를 통해 어린이를 비롯한 젊은 층이 어른보다 훨씬 더 위험...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=210031,"청소년,독감,어린이,감기,감염,코로나19,신종 바이러스,ACE2",2005
209966,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",전 세계 코로나19 임상시험 5달새 20배가량 증가,연합뉴스,2020-08-20,국가임상시험지원재단은 지난 5개월간 전 세계 신종 코로나바이러스 감염증(코로나19) 관련 임상시험이 20배 넘게 증가했다고 19일 밝혔다. 이달 15일 기준 미국 국립보건원(NIH)에 신규 등록된...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209966,기타,100
209937,COVID-19,"과학기술,자연환경에너지,쓰레기,플라스틱,재활용,팬데믹,해양오염,코로나19,PPE,plastic footprint",팬데믹 사태로 바다가 오염되고 있다,이강봉 객원기자,2020-08-19,최근 통계에 따르면 매년 약 800만 톤에 달하는 플라스틱 쓰레기가 바다로 흘러들어가고 있다. 이 상황을 방치한다면 오는 2050년에는 물고기들보다 더 무거운 플라스틱이 바닷속에 떠다니면...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209937,"쓰레기,플라스틱,재활용,팬데믹,해양오염,PPE,plastic footprint",5620
209921,COVID-19,"과학기술,보건의학,증발,코로나19,비말 방울,자연 호흡,공기 난상류,날숨 물방울,공기 전파",습하면 바이러스 비말 더 멀리 퍼진다,김병희 객원기자,2020-08-19,"최근 코로나19 하루 확진자 수가 부쩍 늘어나면서 재확산에 대한 우려가 커지고 있다. 이에 따라 당국은 서울과 경기 지역의 ‘사회적 거리두기’를 2단계로 격상하고, 서울과 경기 인천지역...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209921,"증발,코로나19,비말 방울,자연 호흡,공기 난상류,날숨 물방울,공기 전파",1984
209896,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",영장류 감염모델서 코로나19 치료제·백신 후보물질 효능 확인,연합뉴스,2020-08-18,신종 코로나바이러스 감염증(코로나19)에 감염된 영장류 모델에서 일부 코로나19 치료제·백신 후보물질의 효능이 확인됐다. 한국생명공학연구원은 전임상 단계인 영장류 감염모델 실험에서...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209896,기타,217
209882,COVID-19,"과학기술,보건의학,면역,바이러스,독감,T세포,B세포,코로나19,influenza",감기가 코로나19 면역에 도움이 된다,이강봉 객원기자,2020-08-18,미국에서는 매년 독감으로 인해 수많은 사람들이 사망한다. 미 질병통제예방센터(CDC)에 따르면 피해가 최고조에 달한 2017년 연말~2018년 초에 독감으로 인해 사망한 사람이 7만 9000명에 달했...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209882,"면역,바이러스,독감,T세포,B세포,코로나19,influenza",2801
209796,COVID-19,"과학기술,보건의학,자연환경에너지,다이옥신,폴리프로필렌,환경오염,마스크,코로나19,멜트 블로운(Melt Blown) 부직포",코로나19 바이러스 막아주는 마스크의 역설,김현정 객원기자,2020-08-21,코로나19 확산과 더불어 일회용 마스크의 사용이 전 세계적으로 폭증하였다. 그런데 코로나 바이러스와 유해 공기로부터 우리를 지켜주는 일회용 마스크가 공기 오염의 원인 중 하나로 지목되...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209796,"다이옥신,폴리프로필렌,환경오염,마스크,코로나19,멜트 블로운(Melt Blown) 부직포",8947
209776,COVID-19,"과학기술,보건의학,백신,면역반응,단클론항체,코로나19,에피토프,위약대조시험","‘항체’ 치료제 개발, 백신보다 빠르다",이강봉 객원기자,2020-08-14,세계적으로 코로나19 백신 개발 경쟁이 고조되고 있는 가운데 다른 한편에서는 항체 개발 경쟁이 벌어지고 있다. 14일 ‘사이언스’ 지에 따르면 과학자들은 현재 코로나19를 치료할 수 있을 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209776,"백신,면역반응,단클론항체,코로나19,에피토프,위약대조시험",4509
209705,COVID-19,"과학기술,보건의학,백신,임상시험,방역,안전성,러시아,코로나19,스푸트니크 V,3상",러시아 백신 ‘스푸트니크 V’ 논란 가열,이강봉 객원기자,2020-08-13,"러시아 정부가 11일 코로나19 백신을 공식 승인하면서 과학계로부터 갖가지 의문이 이어지고 있다. 의문을 요약하면 러시아 백신이 실제로 효능이 있는지, 실제로 효능이 있다고 한다면 부작...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209705,"백신,임상시험,방역,안전성,러시아,스푸트니크 V,3상",4116
209673,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",식약처 국내서 코로나19 치료제 13건·백신 2건 임상 진행 중,연합뉴스,2020-08-12,"식품의약품안전처는 11일 현재 국내에서 신종 코로나바이러스 감염증(코로나19) 치료제 13건, 백신 2건 등 총 15건의 임상시험이 진행 중이라고 밝혔다. 국내에서 승인된 코로나19 치료제 및 백...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209673,기타,248
209586,COVID-19,"과학기술,보건의학,빅데이터,소프트웨어정책연구소,코로나19,코로나 우울,코로나19 불안지수,코로나19 감성 분석,심리적 방역","코로나19 시대, 심리 방역이 필요하다",김현정 객원기자,2020-08-14,코로나19의 장기화 및 관련 여파로 인해 불안 심리 관리가 중요한 이슈로 떠오르고 있다. 올해 1월 국내 첫 코로나19 확진자 발생 후 반년 동안 우리 사회는 불안정한 사회·경제 상황과 불특...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209586,"빅데이터,소프트웨어정책연구소,코로나19,코로나 우울,코로나19 불안지수,코로나19 감성 분석,심리적 방역",4553
209552,COVID-19,"과학기술,보건의학,교육,감염,마스크,코로나19,신종 바이러스,항체검사,거리두기,면봉시험,역학조사",감염 속도 아동이 성인의 50% 수준,이강봉 객원기자,2020-08-12,지난 2월부터 프랑스 북부에 인구 약 1만 5000명의 작은 마을인 크레피앙발루아에서 코로나19가 확산되고 있었다. 11일 ‘가디언’ 지에 따르면 정부로부터 조사를 의뢰받은 파스퇴르연구소는...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209552,"교육,감염,마스크,코로나19,신종 바이러스,항체검사,거리두기,면봉시험,역학조사",1954
209545,COVID-19,"과학기술,자연환경에너지,기후변화,대기오염,파리기후협약,코로나19,CONSTRAIN consortium,봉쇄 효과,경제 부양,녹색 회복",지금이 온난화 제동 걸 절호의 기회,김병희 객원기자,2020-08-10,"많은 이들이 ‘코로나19 이후’의 세계에 대해 여러 가지 전망을 내놓고 있다. 사회경제적 상황이 예전과 같은 상태로는 돌아갈 수 없을 것이라든가, 위기 상황에 대처할 수 있는 정치 체제의 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209545,"기후변화,대기오염,파리기후협약,코로나19,CONSTRAIN consortium,봉쇄 효과,경제 부양,녹색 회복",3769
209534,COVID-19,"과학기술,행사현장,보건의학,과학문화,코로나19",집단면역으로 코로나19 막을 수 있을까,김순강 객원기자,2020-08-10,"전 세계 코로나19 누적 확진자 수가 1600만 명, 사망자 수가 6만 5000명을 넘어서는 등 방역을 위한 각국의 노력에도 불구하고 전염의 확산세가 계속되고 있다. 이에 따라 코로나19 확산 차단을 위...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209534,기타,2262
209498,COVID-19,"과학기술,보건의학,마스크,코로나19,소독,N95,전기밥솥","마스크 소독, 전기밥솥으로 가능하다",이성규 객원기자,2020-08-10,지난달 말 두테르테 필리핀 대통령은 공개 연설에서 착용하던 마스크를 휘발유나 디젤로 소독하면 다시 사용할 수 있다고 밝혔다. 하지만 그 성명이 발표된 이후 필리핀 화학자 단체는 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209498,"마스크,소독,N95,전기밥솥",1875
209357,COVID-19,"과학기술,보건의학,바이러스,항체,T세포,항원,B세포,사이토카인,코로나19,면역 기능,정상세포",코로나 바이러스가 속임수를 쓴다,이강봉 객원기자,2020-08-07,코로나19 팬데믹 사태 속에서 풀리지 않는 수수께끼들이 산적해 있다. 그중에서도 가장 큰 베일에 가려져 있던 생물학적 미스터리는 비슷한 상황에 있는 사람들 사이에서도 증세가 크게 차...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209357,"바이러스,항체,T세포,항원,B세포,사이토카인,면역 기능,정상세포",3034
209344,COVID-19,"과학기술,보건의학,에어로졸,마스크,유체역학,코로나19,비말,개인보호장구,PPE,에어로졸 추출기",마스크로 코로나19 막는데 한계 있다,김병희 객원기자,2020-08-05,세계보건기구(WHO)는 얼마 전 공기 중 미세입자인 에어로졸을 통한 코로나19 전파가 과소평가되고 있다고 경고했다. 이런 의심처럼 만약 코로나19 보유자로부터 나오는 비말 방울(droplet)의 확...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209344,"에어로졸,마스크,유체역학,코로나19,비말,개인보호장구,PPE,에어로졸 추출기",3051
209315,COVID-19,"과학기술,보건의학,바이러스,돌연변이,변종,코로나-19,코로나19","코로나19 변종, 6개밖에 없다",이성규 객원기자,2020-08-05,최근 세계보건기구(WHO)는 코로나19를 종식시킬 수 있는 특효약이 없을 수도 있다는 우울한 전망을 내놓았다. 지난 3일 스위스 제네바 WHO 본부에서 열린 화상 언론 브리핑을 통해 거브러여수스 W...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209315,"바이러스,돌연변이,변종,코로나-19",3419
209297,COVID-19,"과학기술,보건의학,호랑이,WHO,고양이,방역,CDC,코로나19,신종 바이러스,밍크",가축 사람이 바이러스를 주고받는다,이강봉 객원기자,2020-08-05,그동안 과학자들은 코로나19를 유발하는 신종 바이러스가 어떻게 전염되고 있는지 추적해왔다. 그리고 환자 등의 배설물을 통해 전염될 수 있다는 사실을 밝혀냈다. 지난해 3월 스페인 바르...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209297,"호랑이,WHO,고양이,방역,CDC,코로나19,신종 바이러스,밍크",2644
209204,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",혈장치료제 임상시험 곧 시작…이달 10일 시험약 제조 완료,연합뉴스,2020-08-03,"중앙방역대책본부(방대본)는 1일 신종 코로나바이러스 감염증(코로나19) 혈장 치료제와 관련, ""이달 10일께 국내 개발 혈장치료제의 임상시험용 제조공정을 완료할 예정""이라고 밝혔다. 혈장...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209204,기타,357
209193,COVID-19,"과학기술,행사현장,보건의학,과학문화,코로나19,코로나19 백신,국내 백신","코로나19 백신, ‘투 트랙’ 전략으로 확보한다",김은영 객원기자,2020-08-03,전 세계에서 신종 코로나바이러스감염증-19 백신 개발이 빠르게 진행되고 있다. 지난달 28일 미국 바이오기업 모더나(Moderna)가 3만 명을 대상으로 한 대규모 3상 시험을 시작했다. 영국에선 800...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209193,"코로나19,코로나19 백신,국내 백신",1004
209180,COVID-19,"기획 칼럼,연재,과학기술,보건의학,독일,코로나,코로나19,로버트코흐 연구소,유럽은 현재,2차 대유행",기본 안전 수칙 지키면 2차 유행 피할 수 있어,김민재 칼럼니스트,2020-08-03,"독일은 현재까지 코로나19 팬데믹 상황에 비교적 잘 대처하고 있다는 평가를 받고 있다. 코로나19 대유행이 시작한 이후 첫 번째 큰 감염 증가가 있었지만, 현재는 하루에 새로운 감염자 수가 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209180,"독일,코로나,로버트코흐 연구소,2차 대유행",383
209139,COVID-19,"과학기술,보건의학,바이러스,CDC,감염,팬데믹,COVID-19,코로나19,웰컴 트러스트 재단",코로나19 처음 퍼뜨린 것은 ‘해외여행’,이강봉 객원기자,2020-08-03,"그동안 미국 CDC(질병통제예방센터)에서는 코로나19 전파 경로를 추적해왔다. 그리고 중국, 이탈리아, 이란 등 관광객이 많은 국가들을 중심으로 신종 바이러스(SARS-CoV-2)가 퍼져나간 것으로 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209139,"바이러스,CDC,감염,팬데믹,COVID-19,코로나19,웰컴 트러스트 재단",4327
209112,COVID-19,"과학기술,행사현장,건강,공간,먹거리,과학문화,코로나19,포스트 코로나,국민의 일상,이동,가능미래,선호미래",비대면 패러다임을 수반한 미래 시나리오 점검,김현정 객원기자,2020-07-31,"코로나19로 촉발된 글로벌 팬데믹은 위기일까, 기회일까. 무서운 공포로 다가와 좀처럼 종식될 기미가 보이지 않는 코로나19, 그 이후의 삶을 예측하고 준비하려는 각 분야의 노력이 분주하...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209112,"건강,공간,먹거리,코로나19,포스트 코로나,국민의 일상,이동,가능미래,선호미래",701
209089,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",코로나19 15분내 육안검사 항원진단기술 개발,연합뉴스,2020-07-30,국내 연구진이 항원항체반응을 통해 신종 코로나바이러스 감염증(코로나19) 감염 여부를 맨눈으로 15분 안에 확인할 수 있는 항원 진단기술을 개발했다. 과학기술정보통신부와 행정안전부는...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209089,기타,253
209078,COVID-19,"과학기술,보건의학,백신,임상시험,DIY,FDA,코로나19,RADVAC,치토산,부작용",DIY 코로나19 백신이 등장했다,이강봉 객원기자,2020-07-30,가정용품 등을 스스로 제작하거나 수리해 사용하는 것을 디아이와이(DIY)라고 한다. ‘do-it-yourself’를 줄인 말이다. 그런데 최근 DIY 코로나19 백신이 등장했다. 저명한 유전학자인 조지 처치(G...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209078,"백신,임상시험,DIY,FDA,코로나19,RADVAC,치토산,부작용",2472
209074,COVID-19,"과학기술,자연환경에너지,온실가스,에너지,기후,팬데믹,코로나19,빈곤,삼림벌채,해법 지향 연구","코로나19 사태, 자연과 인간시스템 연구할 드문 기회",김병희 객원기자,2020-07-30,아이작 뉴턴(Isaac Newton)은 땅에 떨어지는 사과를 보고 중력의 본질에 대한 획기적인 통찰을 얻었다는 전설적인 이야기가 있다. 마찬가지로 미국 스탠퍼드대 과학자들이 주도한 논문에 따르...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209074,"온실가스,에너지,기후,팬데믹,코로나19,빈곤,삼림벌채,해법 지향 연구",1968
209003,COVID-19,"과학기술,보건의학,속보뉴스,코로나19","하버드 의대 연구진 신종 코로나, 후각 뉴런 공격 못 한다",연합뉴스,2020-07-28,개인차가 있기는 하지만 다수의 신종 코로나바이러스 감염증(코로나19) 환자는 후각 상실을 경험한다. 대유행 초기와 달리 후각 상실은 첫손가락을 꼽는 코로나19 의심 증상이 됐다. 실제...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=209003,기타,624
